,name,description,member
844105,MED12,RPSAP9,colon
844106,MED12,GCNT1,colon
844107,MED12,GNAQ,colon
844108,MED12,GOLM1,colon
844109,MED12,RP11-379P1.4,colon
844110,MED12,ZCCHC6,colon
844111,MED12,DAPK1,colon
844113,MED12,NXNL2,colon
844115,MED12,AUH,colon
844116,MED12,RP11-100G15.12,colon
844117,MED12,SPTLC1,colon
844123,MED12,RP11-100G15.7,colon
844124,MED12,LINC00475,colon
844125,MED12,SUSD3,colon
844126,MED12,RP11-274J16.5,colon
844127,MED12,C9orf89,colon
844128,MED12,NINJ1,colon
844130,MED12,FAM120AOS,colon
844131,MED12,FAM120A,colon
844132,MED12,PHF2,colon
844133,MED12,C9orf3,colon
844134,MED12,NCBP1,colon
844135,MED12,XPA,colon
844136,MED12,KRT18P13,colon
844137,MED12,AL445531.1,colon
844138,MED12,NANS,colon
844140,MED12,TRIM14,colon
844141,MED12,CORO2A,colon
844143,MED12,TBC1D2,colon
844144,MED12,ANKS6,colon
844145,MED12,GALNT12,colon
844146,MED12,CTNNAL1,colon
844147,MED12,TMEM245,colon
844148,MED12,UGCG,colon
844149,MED12,SUSD1,colon
844151,MED12,Y_RNA,colon
844152,MED12,RP11-165N19.2,colon
844153,MED12,HDHD3,colon
844154,MED12,ALAD,colon
844155,MED12,C9orf43,colon
844156,MED12,POLE3,colon
844158,MED12,CDK5RAP2,colon
844159,MED12,MEGF9,colon
844160,MED12,AHCYP2,colon
844161,MED12,PSMD5,colon
844162,MED12,PSMD5-AS1,colon
844163,MED12,PHF19,colon
844164,MED12,TRAF1,colon
844165,MED12,GSN,colon
844166,MED12,RP11-477J21.6,colon
844167,MED12,GSN-AS1,colon
844168,MED12,DAB2IP,colon
844169,MED12,RC3H2,colon
844170,MED12,ZBTB6,colon
844171,MED12,ZBTB26,colon
844172,MED12,RP11-355O1.11,colon
844173,MED12,RABGAP1,colon
844174,MED12,RNY1P15,colon
844175,MED12,DENND1A,colon
844176,MED12,NEK6,colon
844177,MED12,RP11-121A14.2,colon
844178,MED12,RP11-175D17.3,colon
844179,MED12,NR6A1,colon
844180,MED12,OLFML2A,colon
844181,MED12,WDR38,colon
844182,MED12,RPL35,colon
844183,MED12,ARPC5L,colon
844185,MED12,MAPKAP1,colon
844186,MED12,RP11-423C15.3,colon
844187,MED12,PBX3,colon
844188,MED12,ZBTB43,colon
844189,MED12,RALGPS1,colon
844190,MED12,GARNL3,colon
844191,MED12,SLC2A8,colon
844192,MED12,ZNF79,colon
844193,MED12,SNORA65,colon
844194,MED12,RPL12,colon
844195,MED12,LRSAM1,colon
844197,MED12,FAM129B,colon
844198,MED12,STXBP1,colon
844199,MED12,TOR2A,colon
844200,MED12,SH2D3C,colon
844201,MED12,CDK9,colon
844202,MED12,MIR3960,colon
844203,MED12,FPGS,colon
844205,MED12,ENG,colon
844207,MED12,AK1,colon
844208,MED12,ST6GALNAC4,colon
844209,MED12,PIP5KL1,colon
844210,MED12,RP11-203J24.8,colon
844211,MED12,DPM2,colon
844212,MED12,FAM102A,colon
844213,MED12,RP11-379C10.1,colon
844214,MED12,NAIF1,colon
844215,MED12,SLC25A25,colon
844216,MED12,RP11-379C10.4,colon
844217,MED12,SLC25A25-AS1,colon
844218,MED12,PTGES2,colon
844219,MED12,PTGES2-AS1,colon
844220,MED12,LCN2,colon
844221,MED12,C9orf16,colon
844222,MED12,CIZ1,colon
844223,MED12,DNM1,colon
844224,MED12,GLE1,colon
844225,MED12,RP11-216B9.6,colon
844227,MED12,SPTAN1,colon
844228,MED12,WDR34,colon
844231,MED12,SET,colon
844232,MED12,PKN3,colon
844233,MED12,RN7SL560P,colon
844234,MED12,ZDHHC12,colon
844235,MED12,RP11-545E17.3,colon
844236,MED12,ZER1,colon
844237,MED12,TBC1D13,colon
844238,MED12,ENDOG,colon
844239,MED12,C9orf114,colon
844240,MED12,CCBL1,colon
844241,MED12,NUP188,colon
844242,MED12,SH3GLB2,colon
844243,MED12,FAM73B,colon
844244,MED12,PPP2R4,colon
844245,MED12,RP11-247A12.7,colon
844246,MED12,RP11-247A12.8,colon
844247,MED12,RP11-247A12.2,colon
844248,MED12,IER5L,colon
844249,MED12,LINC01503,colon
844250,MED12,RP11-65J3.6,colon
844252,MED12,RP11-65J3.3,colon
844254,MED12,RP11-65J3.14,colon
844255,MED12,LINC00963,colon
844256,MED12,RP11-492E3.51,colon
844257,MED12,AL391056.1,colon
844258,MED12,NTMT1,colon
844259,MED12,C9orf50,colon
844261,MED12,ASB6,colon
844262,MED12,C9orf78,colon
844263,MED12,USP20,colon
844264,MED12,RP11-409K20.7,colon
844265,MED12,HMCN2,colon
844267,MED12,ASS1,colon
844268,MED12,PRRC2B,colon
844269,MED12,RP11-334J6.7,colon
844270,MED12,POMT1,colon
844271,MED12,RP11-334J6.6,colon
844272,MED12,UCK1,colon
844273,MED12,NTNG2,colon
844274,MED12,SETX,colon
844275,MED12,TTF1,colon
844276,MED12,RALGDS,colon
844278,MED12,RP11-430N14.4,colon
844279,MED12,ABO,colon
844282,MED12,Y_RNA,colon
844283,MED12,RP11-244N20.7,colon
844284,MED12,MED22,colon
844285,MED12,RPL7A,colon
844286,MED12,SNORD24,colon
844287,MED12,SNORD36B,colon
844288,MED12,SNORD36A,colon
844289,MED12,SNORD36C,colon
844290,MED12,SURF1,colon
844291,MED12,SURF2,colon
844292,MED12,SURF4,colon
844293,MED12,STKLD1,colon
844294,MED12,ADAMTS13,colon
844295,MED12,REXO4,colon
844296,MED12,CACFD1,colon
844297,MED12,SLC2A6,colon
844298,MED12,VAV2,colon
844299,MED12,LINC00094,colon
844300,MED12,BRD3,colon
844301,MED12,WDR5,colon
844302,MED12,LL09NC01-251B2.3,colon
844303,MED12,RNU6ATAC,colon
844304,MED12,LL09NC01-139C3.1,colon
844305,MED12,RXRA,colon
844306,MED12,UBAC1,colon
844307,MED12,NACC2,colon
844308,MED12,RP11-83N9.5,colon
844309,MED12,C9orf69,colon
844310,MED12,RP11-83N9.6,colon
844311,MED12,GPSM1,colon
844312,MED12,DNLZ,colon
844313,MED12,CARD9,colon
844314,MED12,SNAPC4,colon
844315,MED12,SDCCAG3,colon
844316,MED12,PMPCA,colon
844317,MED12,INPP5E,colon
844318,MED12,SEC16A,colon
844319,MED12,C9orf163,colon
844321,MED12,NOTCH1,colon
844322,MED12,MIR4674HG,colon
844323,MED12,MIR4674,colon
844324,MED12,EGFL7,colon
844327,MED12,AGPAT2,colon
844328,MED12,AL590226.1,colon
844329,MED12,FAM69B,colon
844330,MED12,SNORA43,colon
844331,MED12,SNHG7,colon
844332,MED12,SNORA17,colon
844333,MED12,RP11-216L13.21,colon
844334,MED12,LCN10,colon
844336,MED12,TMEM141,colon
844337,MED12,CCDC183,colon
844338,MED12,RP11-216L13.19,colon
844339,MED12,RP11-216L13.18,colon
844340,MED12,RABL6,colon
844341,MED12,CCDC183-AS1,colon
844344,MED12,C9orf172,colon
844345,MED12,PHPT1,colon
844346,MED12,MAMDC4,colon
844347,MED12,EDF1,colon
844348,MED12,TRAF2,colon
844349,MED12,MIR4479,colon
844351,MED12,RP11-229P13.25,colon
844352,MED12,FBXW5,colon
844353,MED12,C8G,colon
844354,MED12,LCN12,colon
844359,MED12,C9orf142,colon
844360,MED12,CLIC3,colon
844361,MED12,ABCA2,colon
844362,MED12,C9orf139,colon
844363,MED12,FUT7,colon
844364,MED12,NPDC1,colon
844365,MED12,ENTPD2,colon
844366,MED12,RP11-229P13.15,colon
844367,MED12,RP11-229P13.22,colon
844368,MED12,RP11-229P13.23,colon
844369,MED12,SAPCD2,colon
844370,MED12,UAP1L1,colon
844371,MED12,MAN1B1-AS1,colon
844372,MED12,MAN1B1,colon
844373,MED12,SNORD62,colon
844374,MED12,DPP7,colon
844375,MED12,GRIN1,colon
844376,MED12,ANAPC2,colon
844377,MED12,SSNA1,colon
844378,MED12,TPRN,colon
844379,MED12,TMEM203,colon
844380,MED12,NDOR1,colon
844381,MED12,RNF208,colon
844382,MED12,CYSRT1,colon
844384,MED12,SLC34A3,colon
844385,MED12,TUBB4B,colon
844386,MED12,FAM166A,colon
844387,MED12,C9orf173,colon
844388,MED12,C9orf173-AS1,colon
844389,MED12,NELFB,colon
844390,MED12,TOR4A,colon
844391,MED12,RP13-122B23.9,colon
844392,MED12,RP13-122B23.8,colon
844393,MED12,NRARP,colon
844396,MED12,ENTPD8,colon
844397,MED12,MIR7114,colon
844398,MED12,NSMF,colon
844399,MED12,PNPLA7,colon
844401,MED12,MRPL41,colon
844402,MED12,DPH7,colon
844403,MED12,ZMYND19,colon
844404,MED12,ARRDC1,colon
844405,MED12,ARRDC1-AS1,colon
844406,MED12,EHMT1,colon
844408,MED12,FAM86B3P,colon
844409,MED12,ALG1L13P,colon
844410,MED12,SGK223;,colon
844411,MED12,ERI1,colon
844412,MED12,FAM167A,colon
844413,MED12,FDFT1,colon
844414,MED12,RP11-589N15.2,colon
844415,MED12,CTSB,colon
844416,MED12,RP11-589N15.1,colon
844417,MED12,MTUS1,colon
844418,MED12,RP11-156K13.1,colon
844419,MED12,RP11-806O11.1,colon
844421,MED12,PSD3,colon
844422,MED12,SH2D4A,colon
844423,MED12,FAM160B2,colon
844424,MED12,NUDT18,colon
844425,MED12,HR,colon
844426,MED12,REEP4,colon
844427,MED12,LGI3,colon
844429,MED12,BMP1,colon
844430,MED12,CTD-2530N21.5,colon
844431,MED12,PHYHIP,colon
844432,MED12,MIR320A,colon
844433,MED12,POLR3D,colon
844434,MED12,PIWIL2,colon
844435,MED12,SLC39A14,colon
844436,MED12,PPP3CC,colon
844437,MED12,SORBS3,colon
844438,MED12,RP11-582J16.4,colon
844439,MED12,RP11-582J16.3,colon
844440,MED12,PDLIM2,colon
844441,MED12,AC037459.4,colon
844442,MED12,C8orf58,colon
844443,MED12,CCAR2,colon
844444,MED12,RP11-582J16.5,colon
844446,MED12,RP11-875O11.1,colon
844447,MED12,RP11-875O11.2,colon
844448,MED12,TNFRSF10B,colon
844449,MED12,ENTPD4,colon
844450,MED12,CTC-756D1.2,colon
844452,MED12,PPP2R2A,colon
844454,MED12,DPYSL2,colon
844455,MED12,TRIM35,colon
844456,MED12,PTK2B,colon
844457,MED12,ELP3,colon
844458,MED12,ZNF395,colon
844459,MED12,RNU6-178P,colon
844461,MED12,FBXO16,colon
844463,MED12,KIF13B,colon
844464,MED12,AC084262.1,colon
844465,MED12,UBXN8,colon
844467,MED12,PPP2CB,colon
844469,MED12,ASH2L,colon
844470,MED12,FGFR1,colon
844471,MED12,Y_RNA,colon
844472,MED12,TACC1,colon
844473,MED12,SPIDR,colon
844474,MED12,LYPLA1,colon
844476,MED12,MRPL15,colon
844477,MED12,SNORD54,colon
844478,MED12,RPS20,colon
844479,MED12,CTA-397H3.3,colon
844480,MED12,ASPH,colon
844481,MED12,MIR4470,colon
844482,MED12,ARMC1,colon
844483,MED12,MTFR1,colon
844484,MED12,MYBL1,colon
844485,MED12,VCPIP1,colon
844486,MED12,C8orf44-SGK3,colon
844487,MED12,C8orf44,colon
844490,MED12,LACTB2,colon
844491,MED12,XKR9,colon
844492,MED12,RDH10,colon
844493,MED12,RP11-434I12.2,colon
844494,MED12,TPD52,colon
844495,MED12,RP11-26J3.4,colon
844496,MED12,Y_RNA,colon
844497,MED12,ZBTB10,colon
844498,MED12,RP11-48B3.5,colon
844499,MED12,PAG1,colon
844500,MED12,NBN,colon
844501,MED12,DECR1,colon
844502,MED12,KB-1247B1.1,colon
844503,MED12,CDH17,colon
844504,MED12,NDUFAF6,colon
844505,MED12,RP11-320N21.1,colon
844508,MED12,PLEKHF2,colon
844509,MED12,C8orf37-AS1,colon
844510,MED12,C8orf37,colon
844511,MED12,RNF19A,colon
844512,MED12,KB-1991G8.1,colon
844513,MED12,PABPC1,colon
844514,MED12,KB-1460A1.1,colon
844515,MED12,KB-1460A1.2,colon
844519,MED12,ZNF706,colon
844520,MED12,KB-1410C5.5,colon
844522,MED12,KB-1732A1.1,colon
844523,MED12,AZIN1,colon
844525,MED12,EXT1,colon
844526,MED12,TAF2,colon
844528,MED12,DSCC1,colon
844529,MED12,RN7SL396P,colon
844530,MED12,DEPTOR,colon
844531,MED12,KB-1471A8.1,colon
844533,MED12,RP11-44N11.3,colon
844534,MED12,RP11-44N11.2,colon
844535,MED12,ZHX2,colon
844536,MED12,FBXO32,colon
844537,MED12,NSMCE2,colon
844538,MED12,TRIB1,colon
844539,MED12,CASC11,colon
844540,MED12,MYC,colon
844541,MED12,PVT1,colon
844542,MED12,FAM49B,colon
844543,MED12,RP11-473O4.4,colon
844544,MED12,NDRG1,colon
844545,MED12,AC083843.2,colon
844546,MED12,NCRNA00250,colon
844547,MED12,TRAPPC9,colon
844548,MED12,CTA-204B4.2,colon
844549,MED12,CHRAC1,colon
844550,MED12,DENND3,colon
844551,MED12,RP11-809O17.1,colon
844552,MED12,RP11-10J21.2,colon
844553,MED12,SLC45A4,colon
844554,MED12,PTP4A3,colon
844555,MED12,CTD-3064M3.4,colon
844557,MED12,CTD-2292P10.4,colon
844558,MED12,THEM6,colon
844559,MED12,CTD-2292P10.2,colon
844563,MED12,LYNX1,colon
844564,MED12,RP11-706C16.8,colon
844567,MED12,ZFP41,colon
844568,MED12,ZFP41,colon
844569,MED12,GLI4,colon
844570,MED12,RP13-582O9.5,colon
844571,MED12,ZNF696,colon
844572,MED12,RP13-582O9.7,colon
844573,MED12,TOP1MT,colon
844574,MED12,RHPN1-AS1,colon
844575,MED12,RHPN1,colon
844576,MED12,ZC3H3,colon
844577,MED12,RP11-661A12.4,colon
844578,MED12,7SK,colon
844579,MED12,RP11-661A12.5,colon
844580,MED12,GSDMD,colon
844581,MED12,MROH6,colon
844582,MED12,RP11-661A12.9,colon
844583,MED12,NAPRT,colon
844584,MED12,RP11-661A12.8,colon
844585,MED12,RP11-661A12.7,colon
844586,MED12,EEF1D,colon
844587,MED12,TIGD5,colon
844588,MED12,PYCRL,colon
844589,MED12,TSTA3,colon
844590,MED12,RP11-661A12.12,colon
844591,MED12,ZNF623,colon
844592,MED12,ZNF707,colon
844594,MED12,CCDC166,colon
844595,MED12,RP11-429J17.4,colon
844596,MED12,MAPK15,colon
844597,MED12,RP11-429J17.5,colon
844598,MED12,MIR4664,colon
844599,MED12,FAM83H,colon
844600,MED12,FAM83H-AS1,colon
844601,MED12,RP11-429J17.7,colon
844602,MED12,PLEC,colon
844603,MED12,MIR661,colon
844604,MED12,PARP10,colon
844605,MED12,GRINA,colon
844606,MED12,CTD-3065J16.6,colon
844607,MED12,OPLAH,colon
844608,MED12,MIR6846,colon
844609,MED12,EXOSC4,colon
844610,MED12,CTD-3065J16.9,colon
844611,MED12,MIR6847,colon
844612,MED12,GPAA1,colon
844613,MED12,CYC1,colon
844614,MED12,SHARPIN,colon
844615,MED12,MAF1,colon
844616,MED12,KIAA1875,colon
844617,MED12,BOP1,colon
844618,MED12,HSF1,colon
844619,MED12,DGAT1,colon
844620,MED12,GS1-393G12.12,colon
844621,MED12,MIR6848,colon
844623,MED12,TMEM249,colon
844624,MED12,SLC52A2,colon
844625,MED12,FBXL6,colon
844626,MED12,ADCK5,colon
844628,MED12,CPSF1,colon
844629,MED12,MIR1234,colon
844630,MED12,MIR6849,colon
844631,MED12,GS1-393G12.14,colon
844632,MED12,SLC39A4,colon
844633,MED12,VPS28,colon
844634,MED12,MIR6893,colon
844635,MED12,AC084125.4,colon
844636,MED12,TONSL,colon
844637,MED12,CYHR1,colon
844638,MED12,CTD-2517M22.16,colon
844639,MED12,KIFC2,colon
844640,MED12,FOXH1,colon
844641,MED12,PPP1R16A,colon
844642,MED12,CTD-2517M22.14,colon
844643,MED12,GPT,colon
844644,MED12,MFSD3,colon
844645,MED12,RECQL4,colon
844646,MED12,CTD-2517M22.17,colon
844647,MED12,LRRC14,colon
844648,MED12,LRRC24,colon
844649,MED12,C8orf82,colon
844651,MED12,ZNF251,colon
844652,MED12,ZNF34,colon
844654,MED12,RPL8,colon
844655,MED12,MIR6850,colon
844656,MED12,ZNF517,colon
844657,MED12,ZNF7,colon
844658,MED12,TEP1,colon
844659,MED12,RNA5SP382,colon
844662,MED12,OSGEP,colon
844664,MED12,APEX1,colon
844665,MED12,TMEM55B,colon
844666,MED12,PNP,colon
844668,MED12,NDRG2,colon
844670,MED12,ZNF219,colon
844671,MED12,TMEM253,colon
844672,MED12,RP11-998D10.4,colon
844675,MED12,HNRNPC,colon
844676,MED12,AE000662.92,colon
844677,MED12,AE000662.93,colon
844678,MED12,ABHD4,colon
844679,MED12,CH17-302M23.1,colon
844680,MED12,SLC7A7,colon
844681,MED12,MRPL52,colon
844682,MED12,MMP14,colon
844683,MED12,Y_RNA,colon
844685,MED12,LRP10,colon
844686,MED12,REM2,colon
844689,MED12,RBM23,colon
844690,MED12,PRMT5-AS1,colon
844691,MED12,PRMT5,colon
844692,MED12,RP11-298I3.1,colon
844693,MED12,HAUS4,colon
844694,MED12,MIR4707,colon
844695,MED12,AJUBA,colon
844696,MED12,RP11-298I3.4,colon
844697,MED12,C14orf93,colon
844698,MED12,RP11-298I3.3,colon
844703,MED12,CDH24,colon
844704,MED12,ACIN1,colon
844705,MED12,C14orf119,colon
844706,MED12,CEBPE,colon
844707,MED12,SLC7A8,colon
844708,MED12,RNF212B,colon
844709,MED12,ZFHX2,colon
844710,MED12,THTPA,colon
844711,MED12,AP1G2,colon
844712,MED12,RP11-66N24.3,colon
844714,MED12,DHRS4-AS1,colon
844715,MED12,DHRS4,colon
844716,MED12,DHRS4L2,colon
844717,MED12,DHRS4L1,colon
844718,MED12,LRRC16B,colon
844720,MED12,NRL,colon
844721,MED12,PCK2,colon
844722,MED12,DCAF11,colon
844724,MED12,PSME1,colon
844725,MED12,RP11-468E2.5,colon
844726,MED12,EMC9,colon
844727,MED12,MIR7703,colon
844728,MED12,PSME2,colon
844729,MED12,RNF31,colon
844731,MED12,IRF9,colon
844733,MED12,IPO4,colon
844734,MED12,TM9SF1,colon
844735,MED12,RP11-468E2.10,colon
844737,MED12,TSSK4,colon
844738,MED12,CHMP4A,colon
844739,MED12,TM9SF1,colon
844740,MED12,MDP1,colon
844741,MED12,AL136419.6,colon
844742,MED12,NEDD8,colon
844743,MED12,NEDD8-MDP1,colon
844744,MED12,GMPR2,colon
844745,MED12,TINF2,colon
844746,MED12,TGM1,colon
844747,MED12,RABGGTA,colon
844748,MED12,DHRS1,colon
844749,MED12,NOP9,colon
844750,MED12,LTB4R2,colon
844751,MED12,CIDEB,colon
844752,MED12,LTB4R,colon
844753,MED12,ADCY4,colon
844754,MED12,HECTD1,colon
844755,MED12,Y_RNA,colon
844756,MED12,RP11-596D21.1,colon
844757,MED12,CTD-2213F21.2,colon
844758,MED12,HEATR5A,colon
844759,MED12,RP11-176H8.1,colon
844760,MED12,DTD2,colon
844761,MED12,EGLN3,colon
844762,MED12,EGLN3-AS1,colon
844763,MED12,SPTSSA,colon
844764,MED12,PSMA6,colon
844767,MED12,NFKBIA,colon
844768,MED12,POLE2,colon
844772,MED12,KLHDC1,colon
844775,MED12,NEMF,colon
844776,MED12,Metazoa_SRP,colon
844777,MED12,RN7SL3,colon
844778,MED12,Metazoa_SRP,colon
844779,MED12,RN7SL2,colon
844780,MED12,RP11-596C23.2,colon
844781,MED12,ARF6,colon
844784,MED12,RP11-58E21.4,colon
844785,MED12,MIR6076,colon
844786,MED12,C14orf182,colon
844787,MED12,C14orf182,colon
844788,MED12,RP11-58E21.3,colon
844789,MED12,PDLIM1P1,colon
844790,MED12,RP11-58E21.1,colon
844791,MED12,RN7SKP193,colon
844792,MED12,VCPKMT,colon
844793,MED12,SOS2,colon
844795,MED12,L2HGDH,colon
844796,MED12,ATP5S,colon
844798,MED12,CDKL1,colon
844799,MED12,RP11-247L20.3,colon
844800,MED12,MAP4K5,colon
844801,MED12,ATL1,colon
844803,MED12,PYGL,colon
844804,MED12,TRIM9,colon
844805,MED12,RP11-463J10.4,colon
844806,MED12,C14orf166,colon
844807,MED12,NID2,colon
844808,MED12,ERO1L,colon
844809,MED12,PSMC6,colon
844810,MED12,STYX,colon
844811,MED12,GMFB,colon
844812,MED12,CGRRF1,colon
844813,MED12,MAPK1IP1L,colon
844814,MED12,LGALS3,colon
844815,MED12,DLGAP5,colon
844816,MED12,ATG14,colon
844818,MED12,TBPL2,colon
844819,MED12,PPP2R5E,colon
844820,MED12,CTD-2302E22.4,colon
844821,MED12,ESR2,colon
844822,MED12,RP11-544I20.2,colon
844823,MED12,MTHFD1,colon
844824,MED12,PLEKHG3,colon
844825,MED12,SPTB,colon
844826,MED12,EIF2S1,colon
844827,MED12,PLEK2,colon
844828,MED12,MIR5694,colon
844829,MED12,TMEM229B,colon
844830,MED12,PLEKHH1,colon
844831,MED12,RAD51B,colon
844832,MED12,ZFP36L1,colon
844834,MED12,ACTN1,colon
844836,MED12,ACTN1-AS1,colon
844837,MED12,KIAA0247,colon
844838,MED12,RP11-1046B16.3,colon
844839,MED12,SRSF5,colon
844840,MED12,CTD-2540L5.5,colon
844841,MED12,CTD-2540L5.6,colon
844842,MED12,TTC9,colon
844843,MED12,MAP3K9,colon
844844,MED12,RP6-65G23.3,colon
844845,MED12,RP6-65G23.5,colon
844846,MED12,RP1-240K6.3,colon
844847,MED12,NUMB,colon
844848,MED12,C14orf169,colon
844849,MED12,HEATR4,colon
844850,MED12,PNMA1,colon
844851,MED12,ELMSAN1,colon
844852,MED12,MIR4505,colon
844853,MED12,RP5-1021I20.1,colon
844855,MED12,RP11-293M10.1,colon
844856,MED12,U2,colon
844857,MED12,FOS,colon
844858,MED12,DPPA5P4,colon
844859,MED12,LINC01220,colon
844860,MED12,RP11-293M10.6,colon
844861,MED12,JDP2,colon
844862,MED12,FLVCR2,colon
844863,MED12,AC007182.6,colon
844864,MED12,TGFB3,colon
844866,MED12,IFT43,colon
844867,MED12,VASH1,colon
844868,MED12,ANGEL1,colon
844869,MED12,RP11-7F17.7,colon
844871,MED12,RP11-7F17.1,colon
844872,MED12,RP11-7F17.8,colon
844873,MED12,IRF2BPL,colon
844874,MED12,RP11-7F17.5,colon
844876,MED12,CIPC,colon
844877,MED12,RP11-463C8.4,colon
844878,MED12,TMEM63C,colon
844880,MED12,ALKBH1,colon
844881,MED12,SLIRP,colon
844882,MED12,RP11-114N19.3,colon
844883,MED12,GTF2A1,colon
844884,MED12,FOXN3,colon
844885,MED12,C14orf159,colon
844886,MED12,SNORA11B,colon
844888,MED12,LGMN,colon
844891,MED12,CLMN,colon
844892,MED12,RP11-1070N10.3,colon
844893,MED12,GLRX5,colon
844894,MED12,SCARNA13,colon
844895,MED12,SNHG10,colon
844896,MED12,BDKRB2,colon
844897,MED12,RP11-404P21.8,colon
844898,MED12,RP11-404P21.5,colon
844899,MED12,GSKIP,colon
844900,MED12,ATG2B,colon
844902,MED12,AK7,colon
844903,MED12,CCDC85C,colon
844904,MED12,Y_RNA,colon
844905,MED12,RP11-543C4.1,colon
844906,MED12,YY1,colon
844907,MED12,RP11-638I2.4,colon
844908,MED12,RP11-638I2.6,colon
844909,MED12,AL157871.2,colon
844910,MED12,SLC25A29,colon
844911,MED12,MIR345,colon
844912,MED12,WDR25,colon
844913,MED12,LINC00239,colon
844914,MED12,RP11-1029J19.5,colon
844915,MED12,PPP2R5C,colon
844916,MED12,RP11-1017G21.5,colon
844917,MED12,RP11-1017G21.6,colon
844918,MED12,DYNC1H1,colon
844919,MED12,RP11-1017G21.3,colon
844920,MED12,MOK,colon
844921,MED12,ZNF839,colon
844922,MED12,CINP,colon
844923,MED12,TECPR2,colon
844925,MED12,ANKRD9,colon
844926,MED12,MIR4309,colon
844927,MED12,CTD-2555C10.3,colon
844928,MED12,RN7SL546P,colon
844929,MED12,RCOR1,colon
844930,MED12,CDC42BPB,colon
844931,MED12,RPL13P6,colon
844932,MED12,RP11-736N17.8,colon
844933,MED12,EXOC3L4,colon
844934,MED12,MARK3,colon
844935,MED12,CKB,colon
844936,MED12,RP11-600F24.7,colon
844937,MED12,TRMT61A,colon
844938,MED12,RNU7-160P,colon
844939,MED12,RP11-894P9.2,colon
844940,MED12,KLC1,colon
844941,MED12,BAG5,colon
844942,MED12,APOPT1,colon
844943,MED12,RP11-73M18.2,colon
844944,MED12,RNU4-68P,colon
844945,MED12,PPP1R13B,colon
844946,MED12,LINC00637,colon
844947,MED12,CTD-2134A5.3,colon
844948,MED12,CTD-2134A5.4,colon
844949,MED12,C14orf2,colon
844950,MED12,MIR4710,colon
844952,MED12,INF2,colon
844953,MED12,RP11-982M15.5,colon
844954,MED12,ADSSL1,colon
844955,MED12,SIVA1,colon
844956,MED12,RP11-982M15.2,colon
844957,MED12,AKT1,colon
844958,MED12,ZBTB42,colon
844959,MED12,RP11-477I4.4,colon
844960,MED12,PLD4,colon
844961,MED12,AHNAK2,colon
844962,MED12,C14orf79,colon
844963,MED12,CDCA4,colon
844964,MED12,RP11-44N21.1,colon
844966,MED12,JAG2,colon
844967,MED12,NUDT14,colon
844968,MED12,RP11-44N21.4,colon
844969,MED12,BRF1,colon
844970,MED12,MTA1,colon
844971,MED12,RP11-521B24.5,colon
844972,MED12,CRIP2,colon
844973,MED12,CRIP1,colon
844974,MED12,CRIP1,colon
844975,MED12,C14orf80,colon
844976,MED12,TMEM121,colon
844977,MED12,ITPR1,colon
844978,MED12,BHLHE40,colon
844979,MED12,BHLHE40-AS1,colon
844980,MED12,LMCD1-AS1,colon
844981,MED12,RAD18,colon
844982,MED12,THUMPD3,colon
844983,MED12,SRGAP3,colon
844984,MED12,THUMPD3-AS1,colon
844985,MED12,SETD5,colon
844986,MED12,TADA3,colon
844987,MED12,ARPC4,colon
844988,MED12,ARPC4-TTLL3,colon
844989,MED12,TTLL3,colon
844991,MED12,RPUSD3,colon
844992,MED12,CIDEC,colon
844993,MED12,JAGN1,colon
844994,MED12,IL17RE,colon
844995,MED12,IL17RC,colon
844997,MED12,CRELD1,colon
844998,MED12,RP11-1020A11.1,colon
844999,MED12,PRRT3-AS1,colon
845000,MED12,PRRT3,colon
845004,MED12,CYCSP10,colon
845005,MED12,AC022007.5,colon
845006,MED12,CIDECP,colon
845007,MED12,FANCD2,colon
845008,MED12,VHL,colon
845009,MED12,IRAK2,colon
845010,MED12,TATDN2,colon
845011,MED12,HRH1,colon
845012,MED12,VGLL4,colon
845013,MED12,TAMM41,colon
845014,MED12,TSEN2,colon
845015,MED12,CAND2,colon
845016,MED12,RP11-767C1.2,colon
845017,MED12,SNORA7A,colon
845018,MED12,RPL32,colon
845019,MED12,AC034198.7,colon
845020,MED12,IQSEC1,colon
845022,MED12,AC027124.2,colon
845023,MED12,HDAC11,colon
845024,MED12,HDAC11-AS1,colon
845025,MED12,CHCHD4,colon
845026,MED12,TMEM43,colon
845027,MED12,RP11-434D12.1,colon
845028,MED12,AC093495.4,colon
845029,MED12,XPC,colon
845031,MED12,SLC6A6,colon
845032,MED12,SH3BP5,colon
845033,MED12,PLCL2,colon
845034,MED12,TGFBR2,colon
845035,MED12,AC096921.2,colon
845036,MED12,CMTM7,colon
845037,MED12,FBXL2,colon
845038,MED12,UBP1,colon
845039,MED12,ITGA9-AS1,colon
845040,MED12,CTDSPL,colon
845041,MED12,MIR26A1,colon
845042,MED12,VILL,colon
845043,MED12,PLCD1,colon
845044,MED12,Y_RNA,colon
845045,MED12,DLEC1,colon
845046,MED12,XYLB,colon
845047,MED12,GORASP1,colon
845048,MED12,TTC21A,colon
845049,MED12,CSRNP1,colon
845050,MED12,Metazoa_SRP,colon
845051,MED12,TRAK1,colon
845053,MED12,VIPR1,colon
845054,MED12,VIPR1-AS1,colon
845055,MED12,NKTR,colon
845056,MED12,ACKR2,colon
845057,MED12,CYP8B1,colon
